,job_title,company,location,link
67,Business Analyst,Swvl,Dubai,https://www.indeed.com/company/Inventa/jobs/Ai-Developer-497ccad754369d0b?fccid=554ba486c8c831fb&vjs=3
68,newFull-stack Python / Django developer [Remote - EU],Mauritz Jarl Software House LLC,Dubai•Remote,https://www.indeed.com/company/Knowledge-Planet/jobs/Coding-Trainer-0125c41103e4edab?fccid=7bf04b924c638a95&vjs=3
69,Data Scientist,Affaan Technologies,Dubai,https://www.indeed.com/company/Smart-Tips-Consultants/jobs/Full-Stack-Web-Developer-35bfb2979966d3ff?fccid=9b5c98aa962f9d09&vjs=3
70,newFull Stack Developer,5 STARS BUSINESS CENTER L.L.C,Dubai•Remote,https://www.indeed.com/company/5-STARS-BUSINESS-CENTER-L.L.C/jobs/Full-Stack-Developer-ae9237e8644e2d88?fccid=35e2db7260118469&vjs=3
71,Part Time Trainer - Data science,YourOwn Institute of Training and Professional...,Dubai,https://www.indeed.com/company/YourOwn-Institute-of-Training-and-Professional-Development/jobs/Trainer-b0e2f6dc9d18be9f?fccid=85f8621a006efca2&vjs=3
72,Odoo developer,Synergia softwares IT Infrastructure LLC,Dubai•Remote,https://www.indeed.com/company/Synergia-softwares-IT-Infrastructure-LLC/jobs/Odoo-Developer-6d562682dd68116a?fccid=b6fa31d787113602&vjs=3
73,Coding Trainer: Part/Full Time,Knowledge Planet,Dubai,https://www.indeed.com/company/Knowledge-Planet/jobs/Coding-Trainer-0125c41103e4edab?fccid=7bf04b924c638a95&vjs=3
74,Young Graduate Program - Functional Support Representative -...,odoo,Jumeirah,https://www.indeed.com/rc/clk?jk=e00a0f7f0986f7fe&fccid=fb760e4fd5fa7bc8&vjs=3
75,Software Engineer Intern,PIVOT technologies,Dubai,https://www.indeed.com/rc/clk?jk=15c6a9401b6fb446&fccid=8c761ed5a3ba7e1b&vjs=3
76,newForensic Technology (Dubai),Deloitte,Dubai,https://www.indeed.com/cmp/Pivot-Technologies
77,newFreelance Phython Trainers,Spoton Training Institute,Dubai,https://www.indeed.com/cmp/Pivot-Technologies/reviews
78,Senior Backend Developer,Shaadoow Web Design,Dubai,https://www.indeed.com/rc/clk?jk=03db8d103710eb74&fccid=9e215d88a6b33622&vjs=3
79,Self Service Engineer,Pact Employment Services,Dubai•Temporarily Remote,https://www.indeed.com/cmp/Deloitte
80,Full Stack Web Developer,Smart Tips Consultants,Dubai,https://www.indeed.com/cmp/Deloitte/reviews
81,newFull-stack Python / Django developer [Remote - EU],Mauritz Jarl Software House LLC,Dubai•Remote,https://www.indeed.com/company/Spoton-Training-Institute/jobs/Freelance-Phython-Trainer-57f8b42f5eb7e1d6?fccid=df94f086166f7c99&vjs=3
82,Business Analyst,Swvl,Dubai,https://www.indeed.com/company/Shaadoow-Web-Design/jobs/Senior-Backend-Developer-2fc610e35573eae7?fccid=3050515fb97c8120&vjs=3
83,newBlockchain Developer,Emirates Blockchain Holdings FZC LLC,Dubai•Remote,https://www.indeed.com/company/Pact-Employment-Services/jobs/Self-Service-Engineer-7ffdb9ba734f7939?fccid=b7710b9977f6fef1&vjs=3
84,Electronics Engineer,BIRI GROUP,Dubai,https://www.indeed.com/company/Smart-Tips-Consultants/jobs/Full-Stack-Web-Developer-35bfb2979966d3ff?fccid=9b5c98aa962f9d09&vjs=3
85,Computer Programmer,REV Events LLC,Dubai,https://www.indeed.com/company/REV-Events-LLC/jobs/Computer-Programmer-4a9457c259eaeb84?fccid=526b9116f9e13575&vjs=3
86,newData Engineer – Realtime Streaming role,IRESCO,Dubai,https://www.indeed.com/company/IRESCO/jobs/Data-Engineer-Realtime-Streaming-Role-60909fcbd3643c79?fccid=3cbdf83b5630693f&vjs=3
87,newReact JS Developer,Desert Group Dubai,Dubai,https://www.indeed.com/company/Desert-Group-Dubai/jobs/React-Js-Developer-96e28f7bab44bc45?fccid=26486ac7a468ef43&vjs=3
88,newSoftware Engineer,SellAnyCar.com,Dubai,https://www.indeed.com/rc/clk?jk=5d276653b77db5cc&fccid=4a24448e569ea51e&vjs=3
89,Full Stack Developer,Resource Log LLC,Dubai,https://www.indeed.com/cmp/Sellanycar.com
90,newFull Stack Developer,5 STARS BUSINESS CENTER L.L.C,Dubai•Remote,https://www.indeed.com/cmp/Sellanycar.com/reviews
91,Part Time Trainer - Data science,YourOwn Institute of Training and Professional...,Dubai,https://www.indeed.com/company/Resource-Log-LLC/jobs/Full-Stack-Developer-f467f8844a454ac3?fccid=415cd241779a8615&vjs=3
92,Odoo developer,Synergia softwares IT Infrastructure LLC,Dubai•Remote,https://www.indeed.com/company/5-STARS-BUSINESS-CENTER-L.L.C/jobs/Full-Stack-Developer-ae9237e8644e2d88?fccid=35e2db7260118469&vjs=3
93,Coding Trainer: Part/Full Time,Knowledge Planet,Dubai,https://www.indeed.com/company/YourOwn-Institute-of-Training-and-Professional-Development/jobs/Trainer-b0e2f6dc9d18be9f?fccid=85f8621a006efca2&vjs=3
94,Young Graduate Program - Functional Support Representative -...,odoo,Jumeirah,https://www.indeed.com/company/Synergia-softwares-IT-Infrastructure-LLC/jobs/Odoo-Developer-6d562682dd68116a?fccid=b6fa31d787113602&vjs=3
95,Software Engineer Intern,PIVOT technologies,Dubai,https://www.indeed.com/rc/clk?jk=15c6a9401b6fb446&fccid=8c761ed5a3ba7e1b&vjs=3
96,Odoo developer,Synergia softwares IT Infrastructure LLC,Dubai•Remote,https://www.indeed.com/cmp/Pivot-Technologies
97,newData Engineer – Realtime Streaming role,IRESCO,Dubai,https://www.indeed.com/cmp/Pivot-Technologies/reviews
98,newForensic Technology (Dubai),Deloitte,Dubai,https://www.indeed.com/company/Synergia-softwares-IT-Infrastructure-LLC/jobs/Odoo-Developer-6d562682dd68116a?fccid=b6fa31d787113602&vjs=3
99,Part Time Trainer - Data science,YourOwn Institute of Training and Professional...,Dubai,https://www.indeed.com/company/IRESCO/jobs/Data-Engineer-Realtime-Streaming-Role-60909fcbd3643c79?fccid=3cbdf83b5630693f&vjs=3
100,Senior Backend Developer,Shaadoow Web Design,Dubai,https://www.indeed.com/rc/clk?jk=03db8d103710eb74&fccid=9e215d88a6b33622&vjs=3
101,Young Graduate Program - Functional Support Representative -...,odoo,Jumeirah,https://www.indeed.com/cmp/Deloitte
102,newBlockchain Developer,Emirates Blockchain Holdings FZC LLC,Dubai•Remote,https://www.indeed.com/cmp/Deloitte/reviews
103,AI Developers,Inventa,Dubai,https://www.indeed.com/company/YourOwn-Institute-of-Training-and-Professional-Development/jobs/Trainer-b0e2f6dc9d18be9f?fccid=85f8621a006efca2&vjs=3
104,Coding Trainer: Part/Full Time,Knowledge Planet,Dubai,https://www.indeed.com/company/Shaadoow-Web-Design/jobs/Senior-Backend-Developer-2fc610e35573eae7?fccid=3050515fb97c8120&vjs=3
105,Full Stack Web Developer,Smart Tips Consultants,Dubai,https://www.indeed.com/rc/clk?jk=e00a0f7f0986f7fe&fccid=fb760e4fd5fa7bc8&vjs=3
106,newFreelance Phython Trainers,Spoton Training Institute,Dubai,https://www.indeed.com/company/Emirates-Blockchain-Holdings-FZC-LLC/jobs/Blockchain-Developer-7efa5f38c7519a0d?fccid=46718f907f942396&vjs=3
107,Business Analyst,Swvl,Dubai,https://www.indeed.com/company/Inventa/jobs/Ai-Developer-497ccad754369d0b?fccid=554ba486c8c831fb&vjs=3
108,newFull-stack Python / Django developer [Remote - EU],Mauritz Jarl Software House LLC,Dubai•Remote,https://www.indeed.com/company/Knowledge-Planet/jobs/Coding-Trainer-0125c41103e4edab?fccid=7bf04b924c638a95&vjs=3
109,Data Scientist,Affaan Technologies,Dubai,https://www.indeed.com/company/Smart-Tips-Consultants/jobs/Full-Stack-Web-Developer-35bfb2979966d3ff?fccid=9b5c98aa962f9d09&vjs=3
110,Software Engineer Intern,PIVOT technologies,Dubai,https://www.indeed.com/rc/clk?jk=15c6a9401b6fb446&fccid=8c761ed5a3ba7e1b&vjs=3
111,Odoo developer,Synergia softwares IT Infrastructure LLC,Dubai•Remote,https://www.indeed.com/cmp/Pivot-Technologies
112,newData Engineer – Realtime Streaming role,IRESCO,Dubai,https://www.indeed.com/cmp/Pivot-Technologies/reviews
113,newForensic Technology (Dubai),Deloitte,Dubai,https://www.indeed.com/company/Synergia-softwares-IT-Infrastructure-LLC/jobs/Odoo-Developer-6d562682dd68116a?fccid=b6fa31d787113602&vjs=3
114,Part Time Trainer - Data science,YourOwn Institute of Training and Professional...,Dubai,https://www.indeed.com/company/IRESCO/jobs/Data-Engineer-Realtime-Streaming-Role-60909fcbd3643c79?fccid=3cbdf83b5630693f&vjs=3
115,Senior Backend Developer,Shaadoow Web Design,Dubai,https://www.indeed.com/rc/clk?jk=03db8d103710eb74&fccid=9e215d88a6b33622&vjs=3
116,Young Graduate Program - Functional Support Representative -...,odoo,Jumeirah,https://www.indeed.com/cmp/Deloitte
117,newBlockchain Developer,Emirates Blockchain Holdings FZC LLC,Dubai•Remote,https://www.indeed.com/cmp/Deloitte/reviews
118,AI Developers,Inventa,Dubai,https://www.indeed.com/company/YourOwn-Institute-of-Training-and-Professional-Development/jobs/Trainer-b0e2f6dc9d18be9f?fccid=85f8621a006efca2&vjs=3
119,Coding Trainer: Part/Full Time,Knowledge Planet,Dubai,https://www.indeed.com/company/Shaadoow-Web-Design/jobs/Senior-Backend-Developer-2fc610e35573eae7?fccid=3050515fb97c8120&vjs=3
120,Full Stack Web Developer,Smart Tips Consultants,Dubai,https://www.indeed.com/rc/clk?jk=e00a0f7f0986f7fe&fccid=fb760e4fd5fa7bc8&vjs=3
121,newFreelance Phython Trainers,Spoton Training Institute,Dubai,https://www.indeed.com/company/Emirates-Blockchain-Holdings-FZC-LLC/jobs/Blockchain-Developer-7efa5f38c7519a0d?fccid=46718f907f942396&vjs=3
122,Business Analyst,Swvl,Dubai,https://www.indeed.com/company/Inventa/jobs/Ai-Developer-497ccad754369d0b?fccid=554ba486c8c831fb&vjs=3
123,newFull-stack Python / Django developer [Remote - EU],Mauritz Jarl Software House LLC,Dubai•Remote,https://www.indeed.com/company/Knowledge-Planet/jobs/Coding-Trainer-0125c41103e4edab?fccid=7bf04b924c638a95&vjs=3
124,Data Scientist,Affaan Technologies,Dubai,https://www.indeed.com/company/Smart-Tips-Consultants/jobs/Full-Stack-Web-Developer-35bfb2979966d3ff?fccid=9b5c98aa962f9d09&vjs=3
125,newFull Stack Developer,5 STARS BUSINESS CENTER L.L.C,Dubai•Remote,https://www.indeed.com/company/5-STARS-BUSINESS-CENTER-L.L.C/jobs/Full-Stack-Developer-ae9237e8644e2d88?fccid=35e2db7260118469&vjs=3
126,Part Time Trainer - Data science,YourOwn Institute of Training and Professional...,Dubai,https://www.indeed.com/company/YourOwn-Institute-of-Training-and-Professional-Development/jobs/Trainer-b0e2f6dc9d18be9f?fccid=85f8621a006efca2&vjs=3
127,Odoo developer,Synergia softwares IT Infrastructure LLC,Dubai•Remote,https://www.indeed.com/company/Synergia-softwares-IT-Infrastructure-LLC/jobs/Odoo-Developer-6d562682dd68116a?fccid=b6fa31d787113602&vjs=3
128,Coding Trainer: Part/Full Time,Knowledge Planet,Dubai,https://www.indeed.com/company/Knowledge-Planet/jobs/Coding-Trainer-0125c41103e4edab?fccid=7bf04b924c638a95&vjs=3
129,Young Graduate Program - Functional Support Representative -...,odoo,Jumeirah,https://www.indeed.com/rc/clk?jk=e00a0f7f0986f7fe&fccid=fb760e4fd5fa7bc8&vjs=3
130,Software Engineer Intern,PIVOT technologies,Dubai,https://www.indeed.com/rc/clk?jk=15c6a9401b6fb446&fccid=8c761ed5a3ba7e1b&vjs=3
131,newForensic Technology (Dubai),Deloitte,Dubai,https://www.indeed.com/cmp/Pivot-Technologies
132,newFreelance Phython Trainers,Spoton Training Institute,Dubai,https://www.indeed.com/cmp/Pivot-Technologies/reviews
133,Senior Backend Developer,Shaadoow Web Design,Dubai,https://www.indeed.com/rc/clk?jk=03db8d103710eb74&fccid=9e215d88a6b33622&vjs=3
134,Self Service Engineer,Pact Employment Services,Dubai•Temporarily Remote,https://www.indeed.com/cmp/Deloitte
135,Full Stack Web Developer,Smart Tips Consultants,Dubai,https://www.indeed.com/cmp/Deloitte/reviews
136,newFull-stack Python / Django developer [Remote - EU],Mauritz Jarl Software House LLC,Dubai•Remote,https://www.indeed.com/company/Spoton-Training-Institute/jobs/Freelance-Phython-Trainer-57f8b42f5eb7e1d6?fccid=df94f086166f7c99&vjs=3
137,Business Analyst,Swvl,Dubai,https://www.indeed.com/company/Shaadoow-Web-Design/jobs/Senior-Backend-Developer-2fc610e35573eae7?fccid=3050515fb97c8120&vjs=3
138,newBlockchain Developer,Emirates Blockchain Holdings FZC LLC,Dubai•Remote,https://www.indeed.com/company/Pact-Employment-Services/jobs/Self-Service-Engineer-7ffdb9ba734f7939?fccid=b7710b9977f6fef1&vjs=3
139,Electronics Engineer,BIRI GROUP,Dubai,https://www.indeed.com/company/Smart-Tips-Consultants/jobs/Full-Stack-Web-Developer-35bfb2979966d3ff?fccid=9b5c98aa962f9d09&vjs=3
140,newFull Stack Developer,5 STARS BUSINESS CENTER L.L.C,Dubai•Remote,https://www.indeed.com/company/5-STARS-BUSINESS-CENTER-L.L.C/jobs/Full-Stack-Developer-ae9237e8644e2d88?fccid=35e2db7260118469&vjs=3
141,Part Time Trainer - Data science,YourOwn Institute of Training and Professional...,Dubai,https://www.indeed.com/company/YourOwn-Institute-of-Training-and-Professional-Development/jobs/Trainer-b0e2f6dc9d18be9f?fccid=85f8621a006efca2&vjs=3
142,Odoo developer,Synergia softwares IT Infrastructure LLC,Dubai•Remote,https://www.indeed.com/company/Synergia-softwares-IT-Infrastructure-LLC/jobs/Odoo-Developer-6d562682dd68116a?fccid=b6fa31d787113602&vjs=3
143,Coding Trainer: Part/Full Time,Knowledge Planet,Dubai,https://www.indeed.com/company/Knowledge-Planet/jobs/Coding-Trainer-0125c41103e4edab?fccid=7bf04b924c638a95&vjs=3
